0.6052244109532685;0.5082902321778163;0.6001582448561745;19.4426575;0.2;0.01;0.03;0.0001;0.01;0.3
0.6052348531459341;0.5082503272121707;0.6001869898253236;19.5409845;0.2;0.01;0.03;0.0001;0.01;0.3
0.6052195494169079;0.5082662460609123;0.6001582538660482;19.6431178;0.2;0.01;0.03;0.0001;0.01;0.3
0.6051080233758029;0.5074368689538876;0.6002827687555848;19.7723244;0.2;0.01;0.03;0.0001;0.01;0.3
0.6050387405847361;0.5032851536500043;0.6002150262418249;19.8419116;0.2;0.01;0.03;0.0001;0.01;0.3
0.6050307962609573;0.49571912914778693;0.6000669447084755;19.9419453;0.2;0.01;0.03;0.0001;0.01;0.3
0.6047969042604245;0.4860312808619438;0.6000481073886093;20.0415953;0.2;0.01;0.03;0.0001;0.01;0.3
0.6045458775409381;0.47250405707768495;0.6002548946005003;20.1504846;0.2;0.01;0.03;0.0001;0.01;0.3
0.6043095810750373;0.45699239289120874;0.6001192818167344;20.2453139;0.2;0.01;0.03;0.0001;0.01;0.3
0.6040062730024811;0.4373049256746268;0.59994595036429;20.3560818;0.2;0.01;0.03;0.0001;0.01;0.3
0.603841205484267;0.41806285136508065;0.6001838806603682;20.4428309;0.2;0.01;0.03;0.0001;0.01;0.3
0.603689149575239;0.39745841495141104;0.6000430750026711;20.5427884;0.2;0.01;0.03;0.0001;0.01;0.3
0.6033972323054237;0.3783716601353247;0.5999068736408637;20.6427233;0.2;0.01;0.03;0.0001;0.01;0.3
0.603128653812808;0.3577226750779369;0.6001098278160477;20.7426269;0.2;0.01;0.03;0.0001;0.01;0.3
0.6030221052825855;0.3387575943103805;0.6000324249611652;20.8428985;0.2;0.01;0.03;0.0001;0.01;0.3
0.6028072833389866;0.31822251124451584;0.5999422356492086;20.9429645;0.2;0.01;0.03;0.0001;0.01;0.3
0.6026838138460863;0.2990450098904256;0.6002390295525414;21.0433572;0.2;0.01;0.03;0.0001;0.01;0.3
0.602491717937444;0.2785836346753783;0.6001013769250936;21.1443341;0.2;0.01;0.03;0.0001;0.01;0.3
0.6022398509093698;0.25972544652637175;0.6003312046983553;21.3211495;0.2;0.01;0.03;0.0001;0.01;0.3
0.6021343288799595;0.23928995594246363;0.6000680729485293;21.351557;0.2;0.01;0.03;0.0001;0.01;0.3
0.601902801102688;0.22060279762536567;0.6003154836036776;21.4471043;0.2;0.01;0.03;0.0001;0.01;0.3
0.6017437753337344;0.20040039129545562;0.6002816549053095;21.5445353;0.2;0.01;0.03;0.0001;0.01;0.3
0.6016091900401543;0.18008005926315188;0.6003466597699044;21.6451498;0.2;0.01;0.03;0.0001;0.01;0.3
0.6016302529375385;0.16136994759498283;0.6000802905311681;21.7465946;0.2;0.01;0.03;0.0001;0.01;0.3
0.6006443237585662;0.14160464837007578;0.5998501773895417;21.8511897;0.2;0.01;0.03;0.0001;0.01;0.3
0.5972513621388706;0.12515207693432423;0.5998057862496318;21.9453871;0.2;0.01;0.03;0.0001;0.01;0.3
0.5909681625486397;0.10919107146668214;0.599452166131464;22.0457796;0.2;0.01;0.03;0.0001;0.01;0.3
0.5828396098912257;0.09579998117289032;0.5993586264782934;22.1471438;0.2;0.01;0.03;0.0001;0.01;0.3
0.5712448499694779;0.0829759112608285;0.598968690345319;22.2459275;0.2;0.01;0.03;0.0001;0.01;0.3
0.5579950266922833;0.07229991208680582;0.5989468275924694;22.3736015;0.2;0.01;0.03;0.0001;0.01;0.3
0.5408037542240858;0.061665519771601535;0.5986966805594388;22.4469533;0.2;0.01;0.03;0.0001;0.01;0.3
0.5220457238214289;0.05139712243104218;0.5985322331045917;22.5470049;0.2;0.01;0.03;0.0001;0.01;0.3
0.5001798421095359;0.038028024549119355;0.5985204967454038;22.6466061;0.2;0.01;0.03;0.0001;0.01;0.3
0.48020830435556777;0.023068660221640665;0.5987246904495591;22.7467754;0.2;0.01;0.03;0.0001;0.01;0.3
0.46006319816415864;0.003961203105837291;0.5991181866060782;22.8487696;0.2;0.01;0.03;0.0001;0.01;0.3
0.4434637526998614;-0.015909969557937352;0.5994578371997513;22.9475403;0.2;0.01;0.03;0.0001;0.01;0.3
0.4275158205883138;-0.037132022625588554;0.6000172665534367;23.0480753;0.2;0.01;0.03;0.0001;0.01;0.3
0.4135652944539821;-0.05400836091941996;0.6002319324017463;23.1494743;0.2;0.01;0.03;0.0001;0.01;0.3
0.3997732543832292;-0.06965608251931951;0.6004735182606149;23.2488965;0.2;0.01;0.03;0.0001;0.01;0.3
0.3887872338470918;-0.08187705410419648;0.6005765637347635;23.3502696;0.2;0.01;0.03;0.0001;0.01;0.3
0.37913638344727446;-0.09418218683781994;0.6006659889311483;23.4485978;0.2;0.01;0.03;0.0001;0.01;0.3
0.37257928375743815;-0.10716669820556074;0.6007838698778369;23.5490114;0.2;0.01;0.03;0.0001;0.01;0.3
0.3694204434685243;-0.11972637660031615;0.6006917703163014;23.649684;0.2;0.01;0.03;0.0001;0.01;0.3
0.36903647077443036;-0.13393851526061096;0.6008611179822604;23.7494535;0.2;0.01;0.03;0.0001;0.01;0.3
0.37142791478301396;-0.1476452219422032;0.6009926713877408;23.8507036;0.2;0.01;0.03;0.0001;0.01;0.3
